2023,2,100,404-555-1000,24.4,115,323,180.08799743652344
2023,2,101,404-555-1001,69.87,289,77,305.7973937988281
2023,2,102,404-555-1002,15.72,110,827,275.71441650390625
2023,2,103,404-555-1003,34.72,183,328,249.29440307617188
2023,2,104,404-555-1004,18.39,926,438,1013.9677734375
2023,2,105,404-555-1005,9.03,136,785,293.18060302734375
2023,2,106,404-555-1006,94.82,526,198,567.4963989257812
2023,2,107,404-555-1007,60.78,157,22,162.6156005859375
2023,2,108,404-555-1008,74.8,533,926,719.6959838867188
2023,2,109,404-555-1009,24.58,508,850,678.4915771484375
2023,2,110,404-555-1010,76.61,994,741,1143.732177734375
2023,2,111,404-555-1011,63.62,654,234,702.0723876953125
2023,2,112,404-555-1012,72.9,436,21,441.65802001953125
2023,2,113,404-555-1013,91.66,350,441,440.033203125
2023,2,114,404-555-1014,31.76,318,16,321.835205078125
2023,2,115,404-555-1015,25.31,177,307,238.90618896484375
2023,2,116,404-555-1016,98.1,174,945,364.9620056152344
2023,2,117,404-555-1017,73.27,389,379,466.265380859375
2023,2,118,404-555-1018,26.98,477,904,658.339599609375
2023,2,119,404-555-1019,11.97,181,572,295.639404296875
2023,2,120,404-555-1020,10.77,675,988,872.8154296875
2023,2,121,404-555-1021,21.32,614,429,700.2263793945312
2023,2,122,404-555-1022,70.67,777,132,804.8134155273438
2023,2,123,404-555-1023,77.84,436,726,582.7567749023438
2023,2,124,404-555-1024,83.58,384,51,395.8716125488281
2023,2,125,404-555-1025,81.99,985,457,1078.039794921875
2023,2,126,404-555-1026,29.92,556,576,671.7984008789062
2023,2,127,404-555-1027,96.18,251,429,338.7236022949219
2023,2,128,404-555-1028,12.11,918,105,939.2421875
2023,2,129,404-555-1029,70.71,284,717,428.814208984375
2023,2,130,404-555-1030,1.65,499,323,563.6329956054688
2023,2,131,404-555-1031,5.67,963,133,989.71337890625
2023,2,132,404-555-1032,4.52,884,968,1077.6904296875
2023,2,133,404-555-1033,74.04,216,148,247.080810546875
2023,2,134,404-555-1034,10.09,611,628,736.8017578125
2023,2,135,404-555-1035,28.18,975,853,1146.16357421875
2023,2,136,404-555-1036,66.64,79,620,204.33279418945312
2023,2,137,404-555-1037,93.54,565,357,638.2708129882812
2023,2,138,404-555-1038,57.53,819,786,977.3505859375
2023,2,139,404-555-1039,4.68,59,665,192.09359741210938
2023,2,142,404-555-1042,74.0,552,478,649.0799560546875
2023,2,143,404-555-1043,15.88,486,717,629.7175903320312
2023,2,144,404-555-1044,50.01,556,124,581.8001708984375
2023,2,145,404-555-1045,54.25,352,991,551.2849731445312
2023,2,146,404-555-1046,41.6,192,703,333.4320068359375
2023,2,147,404-555-1047,75.96,747,348,818.1192016601562
2023,2,148,404-555-1048,0.83,775,508,876.6165771484375
2023,2,149,404-555-1049,5.74,184,913,366.7148132324219
2023,2,150,404-555-1050,31.39,805,681,941.8278198242188
2023,2,151,404-555-1051,76.67,498,233,546.1333618164062
2023,2,152,404-555-1052,28.24,587,128,613.164794921875
2023,2,153,404-555-1053,7.16,389,634,515.9431762695312
2023,2,154,404-555-1054,4.42,234,737,381.4884033203125
2023,2,156,404-555-1056,99.32,110,610,233.98638916015625
2023,2,157,404-555-1057,25.85,979,639,1107.3170166015625
2023,2,158,404-555-1058,36.3,804,512,907.1260375976562
2023,2,159,404-555-1059,97.9,786,486,885.1580200195312
2023,2,160,404-555-1060,79.21,7,746,157.78419494628906
2023,2,161,404-555-1061,79.88,864,127,890.9976196289062
2023,2,162,404-555-1062,17.44,719,786,876.548828125
2023,2,163,404-555-1063,21.65,981,104,1002.2329711914062
2023,2,164,404-555-1064,74.16,929,367,1003.8832397460938
2023,2,165,404-555-1065,54.32,630,891,809.2864379882812
2023,2,166,404-555-1066,23.96,1,819,165.27920532226562
2023,2,167,404-555-1067,89.71,111,421,196.99420166015625
2023,2,168,404-555-1068,17.31,385,452,475.7461853027344
2023,2,169,404-555-1069,38.33,205,878,381.3666076660156
2023,2,170,404-555-1070,9.67,876,183,912.7933959960938
2023,2,172,404-555-1072,99.25,242,770,397.9849853515625
2023,2,173,404-555-1073,97.93,536,97,557.358642578125
2023,2,174,404-555-1074,23.91,516,620,640.4782104492188
2023,2,175,404-555-1075,70.65,284,918,469.01300048828125
2023,2,176,404-555-1076,76.33,273,477,369.9266052246094
2023,2,179,404-555-1079,64.35,36,973,231.8870086669922
2023,2,180,404-555-1080,20.69,891,407,972.8138427734375
2023,2,181,404-555-1081,61.31,920,533,1027.826171875
2023,2,182,404-555-1082,81.23,301,525,407.6246032714844
2023,2,183,404-555-1083,6.51,492,534,598.93017578125
2023,2,184,404-555-1084,47.3,131,963,324.5460205078125
2023,2,185,404-555-1085,49.17,948,491,1047.183349609375
